FPS, FrameTime, Latency
126.38, 7.91, 34.00
66.56, 15.02, 34.00
96.15, 10.40, 34.00
63.55, 15.74, 34.00
126.66, 7.89, 34.00
63.16, 15.83, 34.00
90.92, 11.00, 34.00
128.16, 7.80, 34.00
99.24, 10.08, 34.00
125.89, 7.94, 34.00
94.30, 10.60, 34.00
100.56, 9.94, 34.00
67.22, 14.88, 34.00
100.26, 9.97, 34.00
106.19, 9.42, 34.00
63.86, 15.66, 34.00
111.36, 8.98, 34.00
80.69, 12.39, 34.00
57.42, 17.42, 34.00
96.37, 10.38, 34.00
65.03, 15.38, 34.00
106.57, 9.38, 34.00
102.91, 9.72, 34.00
109.42, 9.14, 34.00
101.99, 9.81, 34.00
135.66, 7.37, 34.00
107.89, 9.27, 34.00
120.72, 8.28, 34.00
116.78, 8.56, 34.00
108.77, 9.19, 34.00
170.78, 5.86, 34.00
86.34, 11.58, 34.00
186.83, 5.35, 34.00
107.31, 9.32, 34.00
131.16, 7.62, 34.00
98.48, 10.15, 34.00
173.96, 5.75, 34.00
84.24, 11.87, 34.00
105.04, 9.52, 34.00
115.47, 8.66, 34.00
89.79, 11.14, 34.00
96.29, 10.38, 34.00
113.02, 8.85, 34.00
81.15, 12.32, 34.00
112.83, 8.86, 34.00
95.10, 10.51, 34.00
60.00, 16.67, 34.00
81.78, 12.23, 34.00
91.37, 10.95, 34.00
187.81, 5.32, 34.00
61.98, 16.13, 34.00
129.10, 7.75, 34.00
106.67, 9.37, 34.00
72.19, 13.85, 34.00
78.45, 12.75, 34.00
53.48, 18.70, 34.00
131.95, 7.58, 34.00
61.34, 16.30, 34.00
130.77, 7.65, 34.00
96.27, 10.39, 34.00
124.95, 8.00, 34.00
85.82, 11.65, 34.00
86.73, 11.53, 34.00
85.09, 11.75, 34.00
118.93, 8.41, 34.00
100.73, 9.93, 34.00
111.99, 8.93, 34.00
98.08, 10.20, 34.00
111.64, 8.96, 34.00
125.07, 8.00, 34.00
130.92, 7.64, 34.00
142.77, 7.00, 34.00
108.52, 9.21, 34.00
98.28, 10.17, 34.00
129.91, 7.70, 34.00
94.35, 10.60, 34.00
126.26, 7.92, 34.00
74.31, 13.46, 34.00
159.20, 6.28, 34.00
133.60, 7.48, 34.00
102.83, 9.73, 34.00
123.39, 8.10, 34.00
98.92, 10.11, 34.00
98.91, 10.11, 34.00
99.54, 10.05, 34.00
87.86, 11.38, 34.00
118.63, 8.43, 34.00
84.01, 11.90, 34.00
201.46, 4.96, 34.00
84.20, 11.88, 34.00
158.31, 6.32, 34.00
125.92, 7.94, 34.00
124.41, 8.04, 34.00
94.21, 10.61, 34.00
94.27, 10.61, 34.00
141.92, 7.05, 34.00
117.89, 8.48, 34.00
93.94, 10.65, 34.00
81.82, 12.22, 34.00
103.63, 9.65, 34.00
115.99, 8.62, 34.00
79.48, 12.58, 34.00
93.06, 10.75, 34.00
85.29, 11.72, 34.00
113.33, 8.82, 34.00
115.11, 8.69, 34.00
89.52, 11.17, 34.00
72.17, 13.86, 34.00
66.03, 15.14, 34.00
114.70, 8.72, 34.00
100.01, 10.00, 34.00
78.08, 12.81, 34.00
109.84, 9.10, 34.00
61.77, 16.19, 34.00
150.15, 6.66, 34.00
66.63, 15.01, 34.00
107.18, 9.33, 34.00
68.85, 14.52, 34.00
110.31, 9.07, 34.00
100.24, 9.98, 34.00
73.19, 13.66, 34.00
99.79, 10.02, 34.00
122.66, 8.15, 34.00
71.32, 14.02, 34.00
97.57, 10.25, 34.00
98.82, 10.12, 34.00
77.48, 12.91, 34.00
149.80, 6.68, 34.00
69.25, 14.44, 34.00
120.86, 8.27, 34.00
65.05, 15.37, 34.00
99.20, 10.08, 34.00
79.84, 12.53, 34.00
197.30, 5.07, 34.00
68.02, 14.70, 34.00
116.49, 8.58, 34.00
108.46, 9.22, 34.00
125.72, 7.95, 34.00
78.57, 12.73, 34.00
117.96, 8.48, 34.00
113.61, 8.80, 34.00
64.65, 15.47, 34.00
118.44, 8.44, 34.00
80.13, 12.48, 34.00
124.95, 8.00, 34.00
93.72, 10.67, 34.00
104.89, 9.53, 34.00
90.45, 11.06, 34.00
77.64, 12.88, 34.00
101.13, 9.89, 34.00
95.94, 10.42, 34.00
79.01, 12.66, 34.00
130.33, 7.67, 34.00
106.52, 9.39, 34.00
88.52, 11.30, 34.00
74.62, 13.40, 34.00
72.58, 13.78, 34.00
110.74, 9.03, 34.00
101.28, 9.87, 34.00
99.43, 10.06, 34.00
107.70, 9.28, 34.00
77.60, 12.89, 34.00
132.07, 7.57, 34.00
